length	config	time
7.91258	50.9427	0.233
9.09481	50.2262	1.075
7.30669	44.4074	0.051
7.57171	38.2948	0.066
10.7697	52.7382	0.556
9.69648	56.1825	1.669
7.36359	41.0258	0.107
7.57408	45.0896	0.069
8.34515	59.9154	1.815
6.69679	49.9296	1.419
9.51692	48.7247	0.134
9.57348	50.2503	2.633
8.0327	55.2927	0.498
8.02571	50.7137	3.026
9.12678	57.3977	0.416
8.39571	50.373	1.341
10.4168	59.6221	0.774
8.66105	43.7352	0.361
11.7325	51.8377	0.566
6.95715	46.8034	0.775
11.5055	63.7489	0.284
6.90548	39.2094	0.228
7.86311	53.3185	1.084
8.55732	42.0745	0.297
7.06169	34.7999	0.043
8.98587	52.2008	0.35
11.6394	57.0491	0.519
9.5515	55.037	0.704
10.7209	70.3755	2.582
8.84045	57.2628	0.214
8.70418	49.0032	1.651
8.41843	44.7932	0.533
10.1272	58.5743	0.419
7.50481	42.531	0.514
13.251	66.8376	1.635
7.44788	52.9922	0.506
10.8185	62.6585	0.689
12.2837	72.3882	2.283
9.28879	56.879	0.966
7.21297	41.4532	0.968
9.11933	59.1346	1.03
9.53938	53.9242	2.259
7.49736	51.8616	0.243
4.78913	38.425	0.058
8.92356	51.8217	1.52
7.56793	47.0048	0.184
7.2689	51.0988	0.151
12.1228	74.8137	1.515
10.5566	62.5643	1.607
6.36606	38.2742	0.132
