length	config	time
7.79754	70.1798	8.996
11.309	96.7076	1.456
4.00684	35.2882	0.072
8.1666	51.4374	0.351
7.10315	57.5933	1.169
6.99301	47.1596	1.901
9.32436	74.4406	8.723
5.93026	46.0375	1.228
11.6655	83.5125	1.318
8.00751	68.7553	2.956
8.74284	59.1617	0.443
7.65386	59.676	0.947
5.03034	52.321	0.146
7.18883	72.4699	0.496
9.27842	70.1673	6.277
7.12123	53.7289	0.943
13.3116	95.0977	4.194
7.66665	68.513	0.905
11.0338	83.9928	1.951
13.6203	88.3096	4.183
7.06659	61.3375	3.47
7.02216	45.3911	0.709
7.32783	55.4437	2.306
10.0541	69.2388	1.612
13.6606	82.1144	3.905
6.51547	58.9887	2.851
6.1418	51.1118	1.41
8.75802	50.635	1.734
9.78804	83.4334	5.663
6.85299	67.2678	1.074
9.04424	76.328	5.433
5.74113	53.7604	0.499
8.76062	67.9041	0.678
11.6805	78.2603	0.934
11.5052	69.5995	3.228
10.4278	56.8276	0.618
12.0309	66.4153	0.247
7.3801	58.6264	1.784
11.3644	90.1607	1.855
9.94383	78.5806	4.419
8.39362	87.8226	0.652
9.98468	69.4953	2.696
11.1438	86.3054	9.473
10.6216	91.3114	2.772
6.24173	49.9253	1.825
17.439	85.2361	2.008
7.20218	69.5582	1.759
6.87949	49.4827	0.557
6.97454	60.298	0.325
10.8721	68.2922	1.683
