length	config	time
8.8171	52.3874	0.317
6.67084	32.5403	1.491
7.58609	37.9837	0.063
8.53273	45.2645	0.698
8.6142	47.7074	0.389
9.05254	48.3545	0.778
8.87567	47.2369	0.158
13.58	58.6396	0.494
7.19444	36.7772	0.43
8.10044	38.8884	0.638
7.66393	40.2022	0.499
8.54388	41.7007	0.432
11.7146	52.673	1.552
6.98172	42.37	1.039
9.69649	51.8855	0.394
7.61808	39.966	0.728
8.18472	32.5045	0.103
8.96291	47.1917	0.682
9.037	44.9164	0.341
10.9412	55.882	0.182
8.20364	47.3453	0.465
14.277	79.1892	2.317
7.88753	43.0325	0.259
7.16739	33.0313	0.691
9.3615	44.7312	0.349
9.40386	53.8014	0.723
8.49168	38.5101	1.038
10.9402	59.3948	0.719
6.52313	44.148	0.534
7.74143	33.2419	0.572
6.87002	35.0209	0.082
5.82696	30.348	0.034
10.2621	57.2399	2.523
9.67736	48.8834	0.864
6.95475	36.0932	0.068
8.46675	49.4977	1.25
8.63494	49.0926	2.856
11.6581	59.5834	0.59
9.36598	43.7945	0.149
9.47261	41.8214	0.221
9.7179	55.1048	0.522
9.31864	50.4174	0.332
7.73683	34.6099	0.046
7.04357	39.4811	0.972
9.96344	66.1586	0.752
9.01297	41.1746	0.932
10.1626	58.3423	0.477
9.26301	51.9475	0.959
9.50186	45.9174	0.613
8.28823	43.067	0.979
