length	config	time
10.7996	56.7138	0.558
10.5673	58.1157	0.348
6.23991	31.7044	0.073
7.32843	39.4963	0.438
10.1628	49.0191	0.462
7.98072	35.2873	0.091
11.2313	61.3736	1.035
8.28836	46.1896	0.261
9.43679	49.0015	0.329
9.81573	62.2287	0.525
8.65411	52.5605	0.496
12.0886	55.2934	0.431
7.16466	38.8757	0.153
11.4077	54.63	0.293
8.67552	53.5714	0.125
7.69016	46.5819	0.311
9.45384	64.0084	0.504
9.30042	58.2844	1.752
10.5505	65.6011	1.695
8.83795	48.5932	1.662
9.26334	56.293	5.32
7.28658	41.7908	0.361
9.29235	48.3407	0.316
10.1975	58.8748	0.78
7.89928	44.4869	0.96
5.98458	34.373	0.693
9.12402	55.446	0.353
11.3391	71.3938	2.645
7.94579	43.1426	0.359
7.65866	46.5559	2.051
7.92685	40.6048	0.263
8.729	43.6663	0.185
9.68583	54.255	0.264
7.20704	40.753	0.619
9.56558	50.6736	0.768
8.40418	46.9098	3.466
7.66849	42.6071	0.356
6.44098	34.4957	0.132
10.2951	59.7188	2.945
6.649	37.6968	0.101
9.46671	46.8854	0.217
12.3947	71.541	1.903
12.4869	73.4106	0.815
8.4233	51.6525	0.373
7.77352	38.5894	0.585
7.79701	43.7231	0.449
6.53659	39.9985	0.338
7.40226	42.2699	1.271
9.40136	50.6746	0.643
8.68152	36.5451	0.063
