length	config	time
9.16778	44.6557	9.928
10.6005	60.8445	10.437
11.766	52.8416	36.097
13.0641	72.0792	16.087
10.2458	55.0585	11.706
12.6025	68.4516	11.968
10.6418	58.04	27.157
9.40537	38.2055	25.537
9.22854	38.4695	8.473
11.5427	61.9885	65.582
10.6355	55.5098	32.693
9.67447	42.2842	12.873
7.86069	38.16	5.383
10.8276	58.2917	18.415
10.978	48.9252	48.646
10.8075	52.7922	17.939
9.47917	47.1405	10.67
10.0396	40.1742	14.234
8.80578	41.8784	18.353
9.48998	44.9993	14.752
11.8543	63.9307	18.165
12.6747	58.9904	19.481
9.57888	45.7225	7.222
9.25184	41.942	26.195
10.5703	57.818	49.399
9.7111	52.6455	43.562
7.73887	34.6042	5.418
12.9173	67.0534	20.474
8.7967	39.8807	9.899
9.07646	38.0067	3.822
9.27819	43.4506	40.956
8.41965	38.5264	9.943
12.179	60.9701	16.377
8.85063	40.3673	15.663
10.0681	53.4002	10.475
11.0086	53.1771	68.961
12.8743	61.6186	38.05
11.1667	60.5682	46.272
11.0007	54.8621	11.032
12.6874	65.057	16.297
9.5204	45.7625	20.821
10.0565	46.2613	10.062
9.41421	42.6744	19.244
12.0155	58.1676	57.704
NaN	NaN	120.007
10.9957	52.9934	35.209
11.2613	54.6077	41.317
9.8674	47.8314	20.645
10.2615	48.1072	13.904
11.4238	58.2658	19.166
9.73927	42.4348	13.459
10.6704	56.9089	34.628
10.1016	55.232	18.716
9.02609	38.1768	11.853
10.1114	46.5757	4.676
9.732	41.8121	16.184
13.0892	59.1402	22.834
9.05449	44.6005	5.755
11.9291	59.0007	51.317
12.3368	66.0216	55.578
9.78696	52.2749	15.498
12.0944	61.7149	56.303
11.8112	62.6868	45.302
11.7557	48.8474	14.579
12.7654	64.2004	6.984
10.9997	58.6564	15.133
9.80546	44.2601	14.301
10.0914	54.1205	7.184
8.96452	43.2225	10.951
10.3163	55.3887	34.113
13.7251	76.2406	76.835
12.5581	70.5851	30.782
9.33028	47.3769	6.942
10.6812	58.6847	31.411
11.1217	52.3373	17.415
10.5582	62.0413	32.835
10.4638	49.2542	7.874
10.7046	52.3487	47.83
8.5161	37.8639	10.35
12.1279	54.0292	11.937
12.4905	73.0082	23.818
13.6585	71.9659	29.763
10.4832	62.3858	15.299
10.1491	47.1933	8.02
10.9677	49.9681	11.774
9.2112	39.3442	10.775
8.76396	36.6625	14.573
10.3421	49.2857	10.128
12.4047	62.185	16.015
9.51863	53.1256	29.872
8.58775	36.1533	12.316
8.39899	41.202	8.087
9.40775	43.1861	10.663
11.79	66.6566	88.698
8.19458	38.8985	9.869
10.2313	56.8324	11.107
10.8054	61.8854	16.964
8.89109	45.366	8.035
11.5883	63.155	34.456
9.47584	39.4639	45.168
