length	config	time
13.9035	68.2649	17.2
9.58863	46.9311	4.734
13.9695	71.6707	9.092
11.0749	56.9519	14.875
8.50938	38.797	35.66
10.182	49.4287	11.85
10.1587	48.362	10.14
11.1008	56.5454	13.258
10.4316	55.44	15.674
13.8865	64.7191	30.07
8.80391	39.9751	7.447
11.2253	62.8859	17.773
12.142	58.3568	20.734
8.1669	33.3715	14.773
11.0094	58.5859	12.093
9.46149	46.6012	4.007
7.98342	31.3699	8.403
11.2868	55.4371	9.667
10.8422	52.815	7.972
12.2966	52.4646	7.659
9.91952	57.4453	14.292
12.9628	68.7469	15.66
10.1236	51.2521	4.972
9.76249	53.9108	20.293
8.58899	41.134	3.058
9.67624	48.6465	15.874
10.0938	46.5109	10.062
10.5015	53.0718	10.033
9.05837	37.8384	8.655
9.90948	55.8022	9.497
10.3354	60.1022	12.083
8.66601	35.3346	2.689
10.8904	55.3319	15.487
10.9232	55.8925	8.829
11.5185	58.1325	37.432
11.8938	53.7888	6.695
12.1063	60.096	4.077
11.0365	60.5071	23.782
11.0141	53.5375	10.31
8.60179	41.8156	5.414
12.6857	59.2933	36.977
13.0802	66.0809	23.465
8.75577	35.3756	4.923
12.6895	71.597	9.4
10.2419	49.8786	17.419
10.3485	51.5387	9.553
12.5814	56.5292	20.735
10.2612	52.7122	10.299
10.2202	49.2575	7.077
11.8489	59.5538	6.114
