length	config	time
8.08455	42.5672	0.105
11.0008	53.7578	0.093
8.59836	49.4909	0.205
9.00675	44.4	0.302
7.53692	40.5406	0.233
7.27075	37.4758	0.495
7.81691	42.2041	0.155
7.20988	42.9066	0.157
10.4755	48.6345	0.2
8.43859	46.9393	2.611
8.0311	37.4984	0.242
8.64579	36.7751	0.608
7.42973	39.399	0.299
7.63876	50.5185	0.633
9.63913	51.7413	0.4
9.00502	41.3962	0.435
10.8743	52.0539	0.758
7.75547	36.8533	0.454
11.514	64.4612	0.883
8.18376	37.4093	0.357
8.8825	44.2412	0.106
7.51063	42.1073	0.832
8.28058	34.0083	0.277
6.83131	35.653	0.847
7.5311	37.1315	0.033
9.64432	53.3468	2.211
6.98436	39.9779	0.086
10.886	63.9914	0.185
8.60712	56.2449	0.179
7.44891	43.9625	0.111
6.55086	28.8093	0.147
8.50617	52.5899	0.09
10.7612	59.6784	2.872
9.49845	43.8585	0.672
10.5926	52.0257	1.303
10.6251	46.7058	1.038
10.7474	57.835	0.375
8.39083	46.6974	0.456
10.1732	47.8694	0.24
11.4921	59.7091	0.232
9.34614	52.8271	1.985
11.5696	58.823	0.259
8.92685	45.7577	0.5
6.8395	42.0969	0.836
7.83206	46.6558	0.409
10.757	55.5383	0.246
9.34172	55.7513	0.866
9.55342	52.6752	0.936
10.6594	65.0402	1.07
10.4212	50.8275	0.574
