length	config	time
9.19315	63.9968	1.679
7.05706	46.3016	0.687
8.81715	61.9183	0.484
6.92216	43.2132	0.372
5.13166	39.9034	0.095
9.87741	66.1124	0.435
13.107	80.1185	1.093
8.06163	68.8191	2.139
10.2162	70.0536	1.265
5.95328	44.4328	0.7
8.18307	47.0578	0.247
9.66931	61.3798	4.608
8.44827	56.8599	0.493
7.25822	44.1322	0.213
8.65974	51.5706	0.704
6.461	39.4267	1.037
10.9664	51.6938	2.207
7.43907	56.968	1.265
6.58437	41.5033	1.038
9.45998	54.4932	0.709
7.35368	43.2841	0.166
7.83673	41.3345	0.26
8.06618	46.9879	0.444
9.99854	47.3485	0.213
13.4504	84.0159	1.075
6.98065	52.9083	0.534
11.3342	76.2445	0.413
7.66749	56.1923	0.985
7.76147	64.0007	2.519
9.66224	52.3566	1.675
7.929	57.0704	0.21
14.4436	77.6286	0.882
6.8906	45.4883	2.084
6.75576	43.2353	0.282
9.27562	41.3764	0.177
9.10517	53.8389	0.307
6.22274	39.9556	0.043
6.82619	47.235	0.053
9.73677	65.2484	1.79
6.09829	43.2431	0.102
8.17212	55.6173	0.21
11.406	73.2919	1.239
7.50372	39.2506	0.402
7.27144	48.4314	1.447
9.22455	62.4664	3.227
7.87528	42.1516	0.849
7.09788	52.6617	0.259
8.95478	68.6084	0.352
10.7423	62.4373	0.571
9.64007	55.6192	2.572
