length	config	time
8.93678	79.0031	1.239
6.75472	63.7486	0.442
7.88749	63.8222	4.188
9.24547	53.7065	1.381
7.83462	49.8251	1.515
11.5357	85.204	2.506
5.61208	42.719	1.629
11.1295	80.1371	0.521
14.0478	102.562	4.806
4.75762	47.0635	1.133
4.86054	49.785	0.995
8.29783	47.2714	3.753
11.3688	83.6048	3.527
7.04355	55.3565	0.702
8.94888	72.0015	3.604
7.58907	56.3319	1.259
7.95925	53.0357	1.994
6.72153	67.927	1.095
6.88562	51.0213	1.628
11.0532	83.4451	1.016
7.87893	57.9308	0.462
6.06268	58.5225	1.707
4.24144	37.5006	0.405
5.28472	47.3098	3.827
7.92259	56.0931	2.306
7.91	89.9528	1.656
14.0533	66.0468	2.808
8.70411	87.1613	2.526
7.15026	76.5524	2.63
7.40876	76.62	0.866
11.7905	84.8941	9.897
5.2651	29.5453	0.183
9.02047	73.5223	1.481
5.86275	43.8741	0.954
8.13875	73.1345	1.761
7.71931	58.4826	6.75
8.05309	58.5446	0.347
13.9198	79.2926	1.576
9.37668	83.3953	1.647
9.03672	67.6552	1.074
6.88598	77.1915	0.44
6.96084	55.754	6.262
7.00748	55.6844	2.331
11.0991	80.4515	0.879
4.5323	36.5107	1.749
7.96563	72.1886	9.795
5.16383	47.619	0.505
10.0168	85.6063	1.115
8.04126	65.9791	2.852
7.50686	80.0423	6.086
