length	config	time
7.69636	36.5815	1.46
10.3384	50.8533	1.732
9.16896	47.1097	1.511
11.5673	58.8029	0.929
7.73626	40.4611	0.853
9.4413	52.1797	1.582
8.43712	49.0568	0.706
7.71955	40.6263	0.686
9.38348	44.6921	0.41
9.48916	43.1414	0.295
12.2474	68.6895	1.863
6.62898	35.2624	0.838
8.23439	37.6277	1.734
6.74169	36.0034	0.281
10.0798	50.3938	0.579
7.94619	46.7788	0.48
8.72782	42.9227	0.818
7.92695	34.8826	0.633
10.2708	57.1898	1.829
9.83005	51.7589	1.243
8.22625	43.241	1.715
10.3724	51.859	0.85
8.81693	45.6411	0.42
15.2501	80.8179	2.148
6.89219	37.0229	0.114
9.73175	54.1546	0.285
12.3249	58.5971	0.451
11.18	55.1429	0.817
9.48828	43.4748	0.419
10.137	57.0837	0.989
8.49774	36.6653	0.233
6.10599	28.1017	0.167
8.53495	43.5605	1.391
8.47141	49.1245	1.434
10.4338	47.7832	0.7
7.55017	33.5424	0.334
8.71667	41.7251	0.39
11.1383	58.8937	1.741
7.09438	32.0664	0.83
8.57099	47.0884	1.712
9.82115	46.7228	1.263
9.16796	48.9775	0.624
9.59803	50.5762	1.039
10.3259	42.2358	4.597
7.4988	36.7424	0.42
7.72173	43.5909	0.848
12.8581	62.5627	1.501
10.2279	47.0557	1.172
7.76262	41.8925	0.387
8.57444	49.3845	0.928
