length	config	time
10.615	50.157	0.905
8.14943	41.0011	0.606
9.07686	45.0099	0.225
7.17002	38.2576	0.875
7.46951	48.6534	0.614
10.567	54.2033	1.483
10.1128	46.7893	0.288
7.73531	35.5913	1.011
7.6979	30.1235	0.275
8.70176	41.1258	0.673
11.4931	57.5659	1.823
7.11841	35.8756	0.184
8.50154	42.2597	0.711
7.56475	37.2345	1.128
7.81624	44.7969	0.765
8.03474	41.3955	1.856
9.39715	46.7751	0.78
9.06821	58.0391	1.428
7.48872	35.4669	0.268
7.80175	35.3679	0.658
9.00242	48.4594	1.166
10.6784	53.2655	0.895
8.35925	40.0957	0.274
8.73105	47.5504	0.582
6.50691	28.7902	0.045
10.2571	50.3956	0.831
9.783	45.4147	1.319
9.52411	54.1901	0.541
8.29217	37.406	0.69
10.339	51.6611	1.344
7.98881	37.5491	0.585
8.73697	46.6139	0.593
7.78421	38.9033	0.35
7.93073	42.4738	0.056
9.84967	54.1525	1.694
10.0926	46.799	1.728
9.75657	48.5072	1.76
9.00526	45.9766	0.707
9.53833	39.6781	0.594
8.28886	39.9882	0.315
10.1261	48.1398	0.342
9.71305	42.7253	1.779
6.59713	37.2516	0.254
10.2852	58.9139	1.339
9.94009	51.8106	1.348
8.60106	40.1551	0.406
6.80465	34.0967	0.902
8.5533	42.3772	1.409
9.85755	53.1723	0.698
11.7479	53.2871	0.493
