length	config	time
6.74307	41.3537	0.745
8.65748	53.1277	0.459
6.97264	29.1937	0.141
10.4948	59.0181	0.112
7.78504	43.8475	0.622
5.75286	25.7205	0.028
9.24042	52.1181	0.808
6.30927	37.3167	0.089
9.80641	46.1661	0.874
6.52817	35.6436	0.056
6.7933	46.7543	0.825
7.79892	53.1784	1.725
6.77011	33.5856	0.234
9.2018	58.2845	0.186
9.42801	59.3945	1.518
10.9514	56.6669	0.771
8.36889	54.9732	1.362
6.53794	60.5298	1.055
8.03842	45.2257	0.06
11.2608	64.6793	1.639
7.6365	53.3874	0.05
7.69039	43.2987	0.3
6.4682	45.3396	0.053
7.98546	44.8317	1.267
7.37494	41.113	0.155
8.78392	47.5823	1.054
6.02805	42.5775	0.766
7.68649	52.224	0.693
8.13765	50.2131	0.231
6.66154	48.4204	1.082
9.10721	54.188	0.406
9.28169	52.9284	0.383
7.45937	39.667	0.304
7.15051	41.1755	0.814
8.32691	51.2027	0.172
12.2937	65.0017	2.34
10.2481	53.5327	1.092
7.77282	44.0711	0.548
6.39563	39.0766	0.55
10.9055	68.7112	0.684
7.20865	41.7747	0.456
9.50295	49.1994	1.515
9.3912	51.4193	0.245
9.25644	62.4016	2.593
9.96878	55.5595	2.053
8.14489	52.0477	0.752
10.0434	45.3919	0.121
8.05498	43.8946	0.918
7.82337	54.4012	0.656
10.5052	70.1913	0.194
