length	config	time
9.26301	48.0859	0.217
9.38455	43.8366	0.262
10.8221	59.6501	1.542
8.94612	52.5449	0.343
9.78474	57.4273	1.003
9.6653	44.9534	0.087
8.67548	46.1629	0.84
9.79872	49.8813	0.535
9.359	42.4875	0.768
10.9911	58.0564	0.349
10.2644	49.0215	0.3
7.33894	42.5619	0.344
10.9129	54.8812	0.805
8.7097	50.3652	0.328
10.7249	59.1945	0.302
7.95279	43.3223	1.268
10.5773	52.0607	1.16
6.53953	45.4648	0.815
9.18182	38.8184	0.129
10.1151	58.2287	0.974
11.2734	62.1594	0.689
11.7469	60.1405	0.737
9.91417	54.0225	1.784
8.19793	39.7455	0.138
9.0283	51.5237	0.809
9.1092	47.4572	0.31
8.54579	42.8795	1.151
8.7808	42.9668	0.935
8.69538	47.7529	0.577
9.05334	45.2815	0.296
8.13781	50.1881	0.356
8.21152	43.9417	0.772
8.0094	45.9041	0.413
6.70106	37.0981	0.488
9.02177	50.3038	1.068
8.93306	48.3043	0.311
7.94651	44.5818	0.573
10.4207	51.6071	0.131
7.80329	42.4261	0.099
8.42791	46.8384	0.343
8.28358	40.1668	1.054
7.34114	37.8518	0.052
11.2787	58.6746	1.063
9.89863	49.6905	0.524
9.19042	55.8898	1.803
8.58295	50.7914	0.555
8.60396	41.7754	0.241
8.61306	48.0413	1.798
10.5338	55.6018	1.293
8.98862	47.1199	0.137
