length	config	time
11.0265	71.9104	6.051
6.68775	73.1679	4.466
9.02922	55.1838	0.916
13.2689	87.6732	1.212
8.81396	80.4681	6.463
12.0635	57.6562	8.245
11.7611	59.2806	4.642
8.57891	66.8231	6.965
8.16543	55.8167	3.007
10.642	90.3953	2.483
10.5348	77.8017	2.968
8.75082	57.13	1.242
13.2562	106.207	4.764
6.28496	57.2215	3.453
9.25961	62.5866	4.207
8.31628	75.6753	1.05
6.74471	48.3904	6.417
9.91357	68.4664	0.791
7.89665	55.7227	3.118
7.26207	60.4496	4.37
12.0704	85.607	2.267
18.9307	79.7984	1.651
6.92458	57.2413	3.216
10.0142	80.078	1.357
9.6657	59.4662	1.847
9.54584	71.4716	6.254
7.67021	52.6691	2.849
8.27335	47.8338	3.126
10.3707	76.2707	2.584
11.8727	75.7095	1.911
10.654	76.246	1.723
7.84851	64.4041	2.739
5.27208	52.6929	0.691
5.60625	54.2289	2.257
10.8086	75.734	7.105
9.9573	86.6274	2.174
10.1105	88.3533	1.861
7.78415	45.8728	5.072
10.9578	71.4421	1.118
12.7446	98.2776	1.265
11.2033	79.4265	1.695
11.2718	70.8621	4.701
11.2417	72.2085	4.869
6.73165	68.7037	3.659
7.51936	55.3271	2.107
7.20519	46.9938	10.86
14.8922	85.0198	1.927
6.33278	47.2338	0.19
10.8765	78.795	2.043
6.95074	50.1038	6.684
