length	config	time
8.24684	39.4169	0.172
8.92939	47.5237	2.796
8.00382	39.2082	2.682
9.00381	43.5558	0.532
8.25177	41.8001	0.726
9.66865	49.4961	0.973
8.7192	48.0533	0.381
9.05355	41.7604	0.327
8.69294	49.3904	0.939
7.76638	34.7856	0.534
9.15018	44.0276	0.467
8.70844	47.985	0.245
8.32857	37.6404	0.373
10.6399	49.8288	0.4
10.7674	47.2768	1.953
10.06	48.941	2.391
8.29465	43.6025	0.623
8.73176	52.7452	0.701
8.60424	41.6787	0.282
8.61991	48.2899	0.266
6.94363	28.7654	0.599
11.5066	56.4765	0.419
7.16409	29.5498	1.169
7.92473	42.8413	0.281
8.35835	39.6864	0.191
10.9807	53.7694	0.913
8.36136	49.0146	0.212
8.51159	46.639	0.871
9.77945	51.9493	0.772
5.7236	25.7563	0.693
9.2847	55.1746	1.053
7.49183	40.1401	1.929
9.17034	54.4831	1.422
9.44769	56.3237	1.161
9.745	39.0665	1.181
10.207	58.469	0.595
8.85614	39.8643	2.098
11.2268	54.3149	2.564
8.54771	43.5561	0.469
9.59426	47.2754	0.89
10.487	45.1433	1.029
10.4968	44.6101	0.147
8.37959	42.881	0.49
7.80138	33.1283	0.172
9.71602	44.9597	0.475
7.82822	38.8971	0.38
9.15523	47.4847	0.884
6.57432	37.8628	0.938
7.81722	30.0015	0.532
10.5758	45.6769	0.761
