length	config	time
11.179	59.7538	0.377
7.02243	39.0003	0.089
11.5158	55.7972	0.287
11.6915	68.6481	0.942
10.2559	53.4726	0.445
7.46566	47.3488	0.176
10.5133	62.0791	0.585
6.03474	39.9007	0.308
7.92886	40.615	0.297
13.05	65.7112	1.005
10.5499	50.2585	0.107
7.02015	35.194	0.112
13.7628	72.6682	0.51
11.3506	59.6907	0.984
6.33037	31.1798	0.496
7.7989	53.8099	1.129
7.17803	47.3778	1.526
9.82989	46.5445	0.636
9.38782	55.0886	0.154
8.98023	48.0936	0.119
9.67424	44.2066	0.995
10.2798	66.8326	0.564
10.5302	62.6505	0.404
8.33043	42.1943	0.21
6.9593	41.4748	0.566
9.4547	55.236	1.178
6.87722	41.1423	0.134
8.45887	47.3845	0.152
7.94371	48.3484	0.487
10.4701	52.7394	0.22
10.761	61.1379	3.127
8.48506	49.3002	1.07
9.38905	46.3501	0.934
8.55074	50.5077	0.72
8.94592	51.0585	0.731
7.3807	36.4871	0.165
6.53422	46.2439	0.573
6.56298	36.7264	0.338
9.65288	53.9871	0.416
8.70658	50.3303	0.348
6.72963	44.9753	0.142
7.30163	39.6175	0.536
11.4033	62.6077	0.182
10.7999	67.9383	2.813
6.85388	36.3665	0.243
8.06011	49.4586	1.734
11.1583	55.0499	3.273
8.4686	52.8147	2.286
8.56983	65.5851	1.088
7.87622	52.3183	1.319
