length	config	time
9.57016	52.1413	4.099
8.93213	47.8995	2.59
8.60479	42.3843	1.758
8.75192	42.168	1.259
9.60962	59.2197	3.806
10.3046	46.1375	4.668
10.7443	54.8493	3.103
8.44511	48.3678	1.348
8.39903	42.8502	1.143
10.3947	51.51	9.186
10.5156	51.6827	4.371
8.30874	38.5564	3.107
10.4457	50.4568	6.821
8.64157	43.1888	2.732
10.7348	51.6946	2.514
9.13651	45.9699	6.44
11.7432	61.2794	3.417
9.18609	41.4518	3.129
9.29395	42.5568	6.086
8.27333	40.6862	2.589
8.74866	40.6348	1.046
10.4785	47.4722	2.445
9.10719	49.4923	7.129
9.47723	45.578	4.574
11.938	65.1121	4.278
13.7704	65.3909	5.19
10.6504	51.8386	6.384
13.0365	60.3587	5.238
8.63651	35.1803	2.073
10.0066	55.243	3.187
9.12861	48.3354	2.467
8.45304	47.7042	5.731
9.37562	45.6077	0.684
10.8527	57.4475	3.587
10.4114	56.7468	9.142
8.76458	53.1562	2.17
9.29318	50.0578	2.123
9.1499	42.5943	2.133
8.65263	45.4226	5.096
10.1482	46.5655	1.471
9.08582	43.7589	3.162
8.28551	38.3918	7.047
9.87085	51.3268	2.109
8.10304	43.0007	1.358
8.3741	39.2489	2.587
11.5477	55.2396	2.024
10.3751	58.0495	6.46
8.56961	35.8806	1.135
8.56368	42.6545	0.79
8.854	40.9343	3.153
