length	config	time
8.5293	58.3521	0.718
8.01602	49.0618	0.566
7.29676	41.5528	1.085
8.15732	54.7534	0.503
8.04045	43.1628	1.141
6.19667	30.8109	0.106
7.99523	50.396	0.361
9.6452	56.4854	1.658
8.14826	47.367	0.083
6.38599	38.1722	1.033
10.6369	63.5169	1.37
6.21532	40.3407	0.535
9.19352	61.1299	0.622
5.7679	31.1223	0.21
7.17687	42.1675	0.7
7.69645	39.6084	0.397
7.46863	44.5847	0.28
9.0274	49.8726	0.612
7.4213	34.1336	0.172
9.36061	61.9175	2.511
9.46648	64.0283	4.17
8.80759	44.5745	0.157
9.07818	60.7753	4.516
8.54621	52.3	0.124
8.54883	48.9218	0.462
9.46106	62.5529	0.155
5.96437	30.2245	0.677
11.0878	66.5215	2.54
8.54599	45.4828	0.512
7.33714	53.3833	2.143
9.72196	62.0354	0.425
8.5221	52.5731	0.964
9.58434	63.4573	0.478
8.51313	46.8925	3.205
9.8926	62.6364	0.39
10.462	59.7154	4.858
12.5209	68.4872	2.061
6.10325	41.5879	0.156
12.209	57.2139	0.287
8.70414	49.9142	0.072
11.9275	63.8309	2.338
10.5298	61.3379	0.303
7.48509	39.8842	1.025
8.53467	68.9627	0.948
8.34439	48.2949	0.694
10.252	56.9092	2.434
6.83505	37.9173	0.698
7.79921	47.17	0.099
7.51616	38.0306	0.164
10.8795	61.1939	1.411
