length	config	time
8.16851	52.8557	1.495
7.00536	42.202	0.188
8.02179	55.0387	1.108
9.15366	52.4135	1.481
8.41308	45.1285	1.432
7.32325	54.7472	1.007
9.49825	56.0882	0.394
6.08303	34.8151	0.218
11.4823	75.8741	1.296
7.85748	52.4822	0.223
9.6604	55.57	0.475
7.18446	47.7057	3.035
9.44297	54.3374	4.136
8.38803	48.0524	1.452
6.12065	36.6029	0.423
8.7279	53.8053	0.476
8.4603	56.3569	1.033
8.74236	52.3592	1.505
7.67307	34.9167	0.938
6.70419	44.688	0.179
8.23043	50.4056	1.181
9.71471	46.1285	2.44
6.55752	41.6382	1.086
6.27561	42.694	0.364
6.14183	42.7491	0.587
9.92011	60.807	2.153
8.7175	54.6043	0.229
6.82322	47.1508	0.239
10.8436	72.1201	3.117
7.32222	40.5047	0.05
6.52431	35.534	0.06
7.24216	43.4288	3.299
8.79228	58.3054	1.253
6.18167	39.297	0.798
6.70762	46.1178	0.302
6.59706	44.0393	0.417
7.43579	46.0649	0.463
6.1286	36.3579	0.697
12.1269	64.4663	0.612
7.14777	43.1076	0.408
9.28159	52.1709	0.332
11.9306	63.4757	2.423
11.0786	51.0004	0.889
6.17232	35.2288	0.028
6.64955	43.1585	0.451
8.29441	48.3151	0.04
6.13191	34.9884	0.118
11.1848	56.3995	0.394
10.2335	60.7533	0.825
6.71203	33.9004	0.056
