length	config	time
4.3974	31.2824	133
4.05928	28.1896	430
3.80268	43.649	271
3.83132	28.9845	278
5.28322	34.1093	322
3.79485	24.8276	114
4.63692	32.7894	203
4.27253	28.6484	291
4.70319	32.2257	122
3.77197	26.0694	102
3.5721	30.3046	254
4.16364	26.4191	221
4.55862	32.2505	285
3.95659	30.0375	123
3.66915	25.5466	82
5.43011	41.9951	220
6.18408	48.4643	366
4.22947	35.2168	259
3.44308	24.2719	81
4.18319	33.1764	145
3.57009	29.0018	192
3.58829	22.22	73
5.76291	34.4007	276
3.3331	25.8726	128
3.97709	27.0401	120
4.93994	34.1262	93
5.71074	45.0427	358
3.64989	28.0779	68
4.75243	43.9473	254
4.86207	33.8083	280
4.24066	29.4807	179
3.74623	27.162	129
5.23045	39.2031	324
5.56906	37.4369	252
4.17695	30.7528	243
3.85113	34.7102	190
3.83564	30.0193	270
3.83329	26.3163	80
4.70337	29.6384	191
4.24192	27.5035	259
4.7521	36.2954	172
4.93471	37.4876	191
3.80896	30.443	187
4.832	34.361	398
4.19068	30.6449	107
6.65822	43.7014	218
4.58104	28.9626	102
4.26475	25.8618	137
3.59202	20.1054	60
4.27671	32.2419	126
4.90952	41.0136	148
3.83665	28.2631	103
3.32509	27.1893	193
3.78883	27.8629	84
3.99727	28.6222	202
4.46514	32.6532	124
3.94743	28.4048	210
4.68756	38.0038	176
5.08424	39.9599	294
4.97086	36.5332	118
4.62375	38.9747	136
6.47202	48.6297	313
3.87325	24.7981	77
3.29049	23.7902	95
4.02899	28.6996	111
4.66184	37.3166	98
4.52608	39.2533	170
4.30632	31.8247	206
3.65758	29.1797	73
3.9505	22.7547	180
4.73303	35.5216	164
4.33792	28.2527	115
4.50517	40.3148	380
5.22402	37.3809	127
3.61702	26.6272	77
3.75812	24.4896	42
3.72192	25.0338	124
4.30081	29.9414	190
4.55014	29.4252	111
4.29141	27.8419	166
4.79832	30.0122	140
4.63638	34.9211	223
8.6356	53.2616	388
5.6272	46.4672	602
7.30937	56.5684	553
3.84711	29.3305	142
5.97696	38.6714	288
4.26628	24.6031	133
3.96266	24.9784	172
6.60359	49.048	462
4.21693	39.8169	230
6.15226	31.6907	121
8.54986	49.9981	300
4.49872	27.7643	133
4.62813	38.3227	183
4.26761	28.4139	365
4.69512	39.2192	567
3.41697	25.5998	127
4.8168	41.1835	197
5.25114	37.2728	249
