length	config	time
5.64335	40.1126	596
4.39505	26.6838	145
4.50321	39.1923	348
3.93159	29.4919	81
4.35599	30.9951	245
3.49825	35.1519	205
3.35434	29.1418	453
4.19704	32.1422	138
3.35154	27.6656	383
3.52428	40.6195	621
3.97759	42.74	104
3.74343	33.8128	394
3.84663	30.3224	467
4.71538	40.0867	536
5.66404	43.4208	292
4.47725	53.037	399
5.61861	56.4436	306
4.81046	51.0701	183
3.72684	27.9048	249
6.76709	51.7426	324
4.19076	41.3734	211
4.50629	43.963	231
5.57287	32.9629	527
4.87639	37.0553	739
4.0226	42.6241	352
6.85306	60.4607	245
4.27095	40.6065	321
3.53575	21.2776	85
5.92	45.7192	274
6.67045	61.3755	380
4.66854	45.5201	106
2.73112	22.3605	98
6.05453	42.4144	237
3.56688	29.364	235
3.75573	40.445	538
3.38794	31.1765	88
3.67653	28.5685	192
6.32386	56.2747	354
3.86952	31.8721	271
3.66313	44.9152	127
4.73879	32.4818	158
3.74666	33.0805	257
4.2024	42.459	217
4.9728	49.5925	613
5.10211	43.2631	403
3.67719	32.5794	236
4.72134	34.6246	536
5.05275	47.7877	1055
3.74819	37.7486	286
3.29124	27.1325	60
7.50745	61.484	477
3.6104	29.554	150
3.25181	31.5001	149
6.23297	60.3655	284
3.82428	37.8172	240
3.16386	27.3924	118
4.81514	45.2014	196
3.97025	35.646	99
3.51798	37.1769	161
3.80331	33.5733	305
5.4616	44.6675	639
5.83388	50.3052	272
4.08859	33.9653	233
5.44615	67.8252	645
5.97677	46.8128	358
6.12462	62.83	362
3.64315	35.3011	209
4.10185	35.6624	533
5.29613	39.7316	502
5.91093	64.3575	383
6.72917	60.5995	495
4.70452	41.4575	255
4.334	35.3893	80
7.18625	46.2227	302
3.92181	28.44	668
3.26613	33.1555	194
4.3823	34.8684	355
5.25945	43.7816	288
3.46167	29.4858	175
2.41461	31.3949	400
3.63187	32.3103	297
7.01202	50.7347	534
4.56317	42.9681	583
4.13627	37.3639	585
4.13794	38.5323	283
3.22404	32.0889	812
3.09828	25.8909	243
5.32182	39.6703	146
4.74592	56.213	782
5.31515	39.0826	202
4.42809	42.3841	240
4.77358	44.4831	387
6.79667	51.933	229
3.41448	34.1625	98
4.53869	55.7253	536
4.14246	40.1179	120
5.50634	47.2939	482
3.8439	32.1763	154
4.41621	34.765	239
2.9393	31.2992	253
