length	config	time
5.9048	36.0263	140
4.64112	26.3766	139
5.1217	24.1606	118
5.32419	26.7181	177
7.38204	39.6179	168
5.07005	26.4306	71
4.87452	20.6241	64
6.38425	29.0946	153
6.5918	31.898	396
4.86136	25.9167	114
4.67135	22.074	71
4.97838	24.6071	176
4.1068	25.582	127
4.67905	20.4723	66
5.30612	25.94	187
6.62228	29.1158	155
4.91777	24.8321	132
4.92339	21.1183	82
6.44772	28.2321	148
6.07783	31.5502	98
5.38221	28.5421	357
4.74355	21.7933	84
5.46372	25.6831	127
4.92466	20.3557	83
5.89453	26.3259	97
4.98161	22.3738	81
6.2578	37.0947	241
5.73835	26.2247	93
5.03101	23.9257	99
5.89185	25.3584	99
5.02661	23.452	136
5.26908	29.8347	114
5.2218	20.2609	55
5.08348	22.0339	56
6.58792	34.9045	323
4.26576	23.4668	51
5.17384	23.8841	88
8.39608	45.5081	435
5.36724	23.8755	118
5.58943	26.5226	119
5.0077	26.6031	173
5.13125	29.8805	216
5.90046	33.5966	283
4.52431	24.4902	65
4.59534	24.0734	68
6.51826	33.0152	176
5.05836	29.7337	255
5.36534	21.6391	139
5.22323	22.3865	110
5.90817	33.6584	155
4.73871	23.1885	91
5.15162	21.1058	61
5.77951	31.1533	136
5.44004	28.315	258
5.87197	30.8656	272
6.55713	26.8297	166
5.14313	23.9457	76
4.84005	22.006	99
4.60652	25.8764	98
5.2699	29.114	121
4.97312	23.6019	116
4.97158	22.7373	131
5.42142	34.2819	198
5.52704	28.644	119
5.52051	31.9327	137
6.0068	29.2726	139
4.48914	22.9158	73
5.71281	29.3621	157
5.0467	21.7378	67
6.78923	37.5995	175
4.88777	23.9229	62
4.88102	22.3593	104
5.66772	26.1049	154
5.20716	30.4077	211
5.27818	32.6136	134
4.72712	26.3359	126
5.00921	27.6887	61
4.95767	22.5842	86
4.66658	23.8179	79
5.10777	29.8233	131
4.55959	22.0108	113
4.57048	26.8	91
4.71887	30.585	485
4.92048	23.2118	76
6.75053	31.3714	208
5.3198	23.1353	109
6.54812	30.1909	102
4.46834	29.9257	190
7.178	33.98	137
5.85359	32.7724	380
4.89933	20.4194	120
6.56546	31.4191	154
5.03958	21.7582	97
4.78737	25.6101	215
5.26429	25.6123	244
4.95197	21.1881	63
4.78062	21.6849	59
5.59384	29.8256	171
5.92824	34.7364	164
4.70762	24.7629	68
