length	config	time
4.34948	25.7154	95
5.26081	26.5538	105
5.58644	40.8841	372
5.33948	26.7516	157
6.10002	40.8588	184
4.88808	28.7318	99
4.71095	23.772	118
4.46907	24.5394	94
5.22057	27.0407	96
6.42538	31.7271	119
5.77244	24.6337	75
5.63956	33.0801	134
7.27	37.5441	228
5.32391	25.6114	147
5.28324	31.2337	183
6.1948	33.7215	267
4.4147	23.1029	304
4.05046	29.3985	129
4.90645	25.6665	93
5.41487	42.2505	200
6.90105	39.1158	228
5.39476	31.3883	259
7.49514	46.9575	277
4.74814	26.8264	164
5.74024	30.2754	146
5.20616	29.941	140
4.84359	29.7641	171
5.10775	32.1578	199
4.96737	28.3718	134
4.50944	33.515	164
4.89526	29.0702	128
4.69989	32.5586	212
5.22543	24.6512	86
6.41005	36.8338	246
5.20979	31.9702	278
4.57138	34.5399	141
5.67685	29.5186	69
6.13401	35.3095	98
4.31323	31.1436	225
5.64036	35.5578	178
3.91376	24.6152	51
4.30674	25.5021	101
4.44327	26.6851	87
4.49899	21.0301	68
4.79652	26.5534	96
4.25181	25.4389	171
5.65839	36.6862	219
4.40489	20.9912	124
4.61403	25.9005	117
5.32076	31.7981	415
4.37407	27.457	130
4.39083	19.5633	123
4.28965	25.6594	137
4.73021	29.7302	121
4.60364	27.836	102
5.02959	27.2405	138
5.24017	34.5895	295
6.57352	45.6016	509
4.87218	30.805	121
4.59174	28.4772	132
5.46862	32.7506	165
4.21156	26.9112	227
5.86741	39.8761	281
4.09187	25.3976	71
8.1717	43.1591	242
4.5459	30.352	271
5.87399	36.8172	375
4.52659	25.4519	102
4.81314	28.6273	117
4.66919	22.2584	73
4.62069	27.8531	189
3.84804	24.8078	113
4.57398	24.69	93
4.73173	25.4525	117
7.98042	41.1071	295
4.75141	29.0989	114
5.03313	27.7038	62
5.46556	43.3393	296
5.57461	38.5289	251
4.58885	31.2355	133
4.86595	24.9433	126
5.23451	32.4311	225
4.26059	23.5442	164
5.29159	30.6939	234
5.88055	28.1758	110
7.46561	52.1405	222
4.5249	25.3011	163
5.72971	33.7677	232
4.66272	26.5895	231
5.76034	32.16	145
4.67127	28.8286	231
5.15725	31.7816	92
5.69834	40.3002	253
6.33391	40.4682	424
4.32716	21.8843	64
4.24924	23.3463	70
4.28569	21.9984	131
4.34952	35.0001	504
4.62352	20.0222	62
4.33979	23.7993	77
