length	config	time
10.4974	61.7984	8.754
10.0264	51.541	3.721
9.66621	54.3132	5.081
8.10828	36.9794	2.791
8.81573	39.4655	2.36
12.6575	59.5777	1.872
9.88216	48.4842	1.476
10.3006	49.1874	2.88
8.09493	41.0184	6.229
10.7229	53.3956	5.442
8.89855	39.58	4.647
10.669	57.3164	6.588
11.939	55.4689	4.279
10.071	45.2403	7.331
9.24459	41.2083	3.035
12.5184	58.987	1.961
9.47164	45.0923	6.097
9.18862	39.7436	8.048
9.53255	50.2313	15.001
9.3641	38.1446	6.048
13.8101	74.6169	3.776
11.386	51.7724	6.16
8.86648	42.7231	2.419
8.13286	38.071	1.336
9.56832	42.2804	5.88
8.97296	46.9977	2.751
11.8759	52.1832	3.17
10.3576	51.6358	6.894
10.623	56.235	2.024
10.7781	53.4499	4.21
10.2898	48.6413	2.56
9.26161	46.4598	10.624
8.2396	36.1151	1.402
14.6888	71.6349	11.544
9.49979	46.9698	5.11
9.52383	51.134	3.85
7.36977	40.7523	4.453
8.38259	44.0054	2.009
8.79739	35.7641	3.446
10.6549	53.0977	3.051
