length	config	time
5.73916	39.4644	305
3.76651	25.8828	65
5.37547	31.0181	536
5.60758	34.1336	183
4.75736	32.4058	250
4.03647	25.9142	128
4.43091	26.1341	113
5.33976	40.8475	597
4.79604	28.9243	308
3.85428	29.5233	217
4.52558	30.9593	249
3.88997	20.3041	157
4.12007	21.8752	110
4.0097	32.6183	162
4.9037	30.7215	135
4.22379	24.3497	361
5.29544	26.3646	90
5.07454	34.1501	102
4.72689	32.1209	242
4.92702	30.0526	140
4.27365	25.3688	74
5.24579	25.4572	102
4.91128	35.0292	235
4.2145	25.4622	393
5.28494	28.0225	190
4.70063	30.9438	171
4.92873	28.2159	94
6.46443	32.4196	175
4.10171	29.3473	94
5.50415	36.9207	231
5.91839	42.0446	270
6.052	41.9139	157
4.43009	25.8819	77
5.2786	32.659	350
4.54653	24.1986	71
5.40546	36.3678	430
6.02463	34.1434	214
4.30287	21.4794	60
5.1695	38.6913	133
4.44237	24.0283	100
4.55465	27.6394	190
4.76077	25.7967	84
4.50433	28.7684	147
6.14617	30.2606	412
4.38915	22.9343	110
6.21733	42.5007	277
4.12814	25.6631	153
5.15686	29.2187	95
5.40876	30.0772	220
4.68895	27.5163	249
5.70888	37.8792	717
4.66036	35.0242	148
4.6647	25.9138	90
6.34209	41.2766	215
4.56403	28.6727	222
5.51271	25.768	163
5.44284	33.1011	157
3.95775	22.0317	74
4.26382	21.667	122
4.7447	25.0773	155
4.92014	38.0663	230
4.06685	23.2828	79
4.43722	32.4006	213
4.47127	24.3325	107
4.16363	26.3765	71
5.92618	35.045	375
4.4581	28.4658	171
5.66284	33.5603	383
5.66484	29.8532	146
4.65645	25.5522	56
5.65043	35.1146	173
4.67848	28.4934	155
4.94598	29.2818	294
5.05383	28.1146	70
4.34222	23.6019	163
4.70698	30.1714	509
3.79811	27.3557	93
5.3893	36.6236	304
4.34394	24.9044	198
5.03074	33.1441	189
3.72081	22.8523	62
3.94463	24.3017	81
5.15931	28.6636	89
4.41522	21.9341	127
5.65431	31.1256	148
5.75059	30.3542	130
4.77618	27.3869	101
5.0797	26.2505	175
4.64326	26.3652	68
4.32075	28.0667	83
5.54382	33.844	161
8.34135	38.8642	226
4.98292	39.4292	194
4.71496	30.3148	228
5.14718	33.7862	121
4.3571	30.1672	247
5.0071	28.6343	153
4.49771	26.8034	184
5.27866	32.1841	133
6.37262	39.0625	218
