length	config	time
9.45834	43.3175	2.802
10.8149	59.2913	1.55
10.9873	55.213	10.143
9.82544	52.4305	3.037
8.43541	36.0564	1.719
9.52126	44.9359	1.705
10.4165	53.7948	1.44
9.71292	46.6245	3.324
8.27661	46.914	1.677
10.035	47.7832	2.432
8.26641	40.5502	2.74
9.37934	43.9943	4.98
8.00027	39.531	13.307
10.3493	53.7236	2.269
11.5213	67.8664	6.78
7.51544	34.9398	4.471
8.91168	41.2385	3.101
10.5623	55.6239	3.577
9.10323	48.7082	6.194
10.3202	54.6868	7.904
9.75756	44.7441	2.518
9.15226	42.0427	2.704
8.98069	39.4935	6.113
8.88457	38.1867	11.231
8.172	40.5955	2.477
10.3964	51.2465	7.287
8.70754	41.8523	5.442
11.2979	53.5956	3.268
9.82569	47.7802	3.809
9.43104	46.1081	3.823
10.2268	55.083	5.196
8.71928	42.6649	2.038
13.6926	66.9294	2.847
10.0148	47.8644	3.113
10.3389	48.6829	13.291
7.323	35.4655	2.57
8.43802	39.5983	7.694
10.7551	45.6808	2.366
8.30735	38.5013	3.17
11.6744	52.6228	5.407
