length	config	time
4.68388	35.159	396
4.4311	37.1131	160
4.11187	24.6483	272
3.65034	29.5355	228
4.99188	33.2045	248
5.25241	31.2991	215
3.15096	19.4094	95
3.70598	26.2158	99
3.99809	31.3333	328
4.65787	38.4974	514
4.40681	24.8978	180
4.31902	23.5713	104
3.68255	25.2209	201
5.7622	40.6679	372
5.0569	42.612	289
5.68026	48.4245	469
4.04963	28.0029	107
4.02474	31.1197	87
3.74415	20.8394	164
3.96586	25.7229	95
5.30359	36.925	196
4.97592	31.064	162
3.44736	33.9783	121
3.88273	26.6668	135
3.80433	35.7165	132
4.17323	34.014	207
3.47772	24.7204	192
4.64954	33.7227	351
3.98085	32.4952	90
4.40033	42.9842	369
5.74175	31.0924	149
3.27785	19.7942	230
4.89979	36.2263	109
4.75151	40.5342	295
4.2967	33.766	133
4.74709	41.8853	246
4.51986	32.0314	329
3.46805	29.4725	254
4.23862	31.6583	83
3.4098	25.7457	71
6.60842	47.745	227
4.85109	39.6328	236
3.63295	25.2711	100
4.04434	29.1156	240
6.0868	47.6497	226
6.66797	41.7951	314
4.56856	35.4801	580
5.62605	35.6891	191
5.49704	38.0222	350
4.09645	35.2313	197
3.92234	24.9727	90
4.21054	30.6211	81
3.87991	34.2143	121
3.98541	27.1232	137
3.22304	19.5703	64
3.5367	24.9234	216
4.07167	32.1657	196
3.63531	30.7223	88
3.5476	24.4372	81
4.40967	31.9082	421
3.99832	36.1471	198
4.21272	31.3445	238
4.08613	28.1583	144
5.2359	35.0322	205
3.65639	23.8327	126
4.17466	22.7173	61
4.38537	26.7356	137
3.7979	31.4184	146
5.32859	44.7807	284
3.72004	31.2835	103
4.05885	35.4101	199
3.59676	21.7897	69
3.67267	30.2858	313
5.40435	33.5376	238
3.84961	26.5809	299
3.63774	33.0055	87
6.28884	53.3828	192
8.68748	50.5386	387
6.13423	33.0847	133
3.97048	30.8639	73
4.3213	38.4773	328
5.16469	43.0961	220
4.50377	35.113	210
3.52643	29.3302	75
3.2798	19.9532	102
4.29032	30.1468	178
6.16363	45.4123	155
4.76402	34.2268	114
3.80882	31.1519	97
3.62818	24.9517	84
4.30873	45.331	175
3.88362	25.0309	81
3.71506	30.8355	193
3.92703	29.6146	197
3.51376	32.3117	171
3.77399	23.7932	272
6.01683	34.9949	283
6.26206	53.0168	240
4.31992	35.6129	276
3.64157	29.313	148
