length	config	time
10.1861	50.5867	0.319
6.40245	47.7321	0.061
8.64879	53.3223	0.177
5.95445	35.6257	0.163
9.46573	44.9277	0.196
7.79783	48.526	3.254
9.13778	47.134	2.892
7.57562	38.1319	0.069
8.33753	49.4703	0.385
9.308	58.6896	0.73
7.10421	41.6514	0.082
7.64925	54.6275	0.51
9.62315	57.2568	1.083
6.05853	40.7801	0.296
7.15471	52.958	0.729
8.54653	50.4268	0.597
8.09206	53.8405	1.015
7.18098	43.5669	0.503
8.15373	56.609	0.709
7.00282	52.5128	2.221
7.01755	45.7889	1.425
8.58039	48.0794	0.633
9.73888	52.8334	1.47
8.40356	49.4557	0.176
11.8609	71.0807	1.194
6.35985	48.5712	0.49
9.60373	43.4242	0.188
7.88401	46.8054	0.048
6.32564	37.058	0.101
8.12972	51.6225	0.205
9.86544	43.5089	1.664
10.3724	62.3625	0.306
7.76438	41.5106	0.585
9.12936	52.6689	0.747
6.08752	27.8945	0.276
6.81895	52.0292	0.828
9.63109	66.0777	1.473
6.27729	36.3861	1.253
10.0446	66.0836	1.131
8.35004	64.6009	1.165
7.41398	35.4062	0.092
7.70082	37.862	0.568
10.3237	47.1552	0.685
7.39728	40.9099	0.664
9.42689	62.2649	0.195
8.95089	54.1352	0.207
8.08318	50.4569	1.157
9.51581	60.5219	2.516
9.48694	63.6454	0.866
8.88467	52.8971	1.199
