length	config	time
4.36442	24.92	70
6.02363	43.5074	208
6.01987	33.1702	266
4.61865	28.137	112
4.75987	21.3219	97
6.04515	30.5116	227
4.93142	28.3472	153
4.26988	26.5984	111
4.98548	34.7399	395
6.11819	32.984	238
5.27874	24.8194	112
4.38601	21.2017	98
4.49309	28.063	262
6.36505	32.4542	145
4.69135	21.311	93
4.31966	24.4303	161
4.80467	26.4798	70
6.54266	39.6136	412
4.60343	24.2132	78
5.77365	27.9161	86
5.76235	32.2255	182
6.87722	42.437	280
6.72487	30.704	351
6.08486	38.0135	127
5.16666	25.5984	133
4.63861	23.9291	116
6.05249	28.5932	184
4.674	29.953	252
4.56843	20.7728	124
5.29744	26.0026	187
5.36136	33.0597	182
4.20737	22.3806	145
5.89178	26.4331	124
4.60193	22.199	59
4.40491	26.9692	105
5.18104	28.7653	179
4.65388	24.8041	126
6.75779	40.1603	264
4.59155	27.2815	239
4.62287	22.0501	64
4.5848	19.6694	55
4.40934	26.4236	154
4.63755	25.4076	90
5.30293	29.6856	113
4.7265	30.361	227
4.58702	23.7367	58
6.02522	35.3328	136
6.63687	35.3093	252
5.39894	30.1041	401
5.73908	27.2221	85
5.5278	29.1221	119
5.97696	32.7931	165
4.63843	27.4277	234
7.02419	37.7034	245
4.19198	21.9494	54
4.93379	27.3125	146
4.8521	23.0007	80
6.08107	30.6028	103
5.1773	25.9836	115
5.83573	30.6535	228
4.28331	20.8507	73
4.7981	26.1884	181
5.67276	32.9212	237
6.38339	35.4098	356
5.14576	31.3355	121
4.89509	27.6031	127
4.66234	25.9449	109
4.68224	29.3441	117
6.03134	25.9331	97
8.62799	41.6823	273
5.90973	33.0277	177
7.57374	42.2554	403
4.07578	25.2472	166
6.1	31.6463	176
4.60405	21.0993	61
4.41964	24.5606	168
5.38465	31.8358	167
6.02855	27.1971	105
5.19685	29.6147	159
5.96839	43.4895	267
5.18563	32.2749	231
6.29395	32.7888	191
6.17481	51.2748	488
5.05597	22.475	65
6.63239	31.5655	118
5.37288	30.2245	251
5.12936	24.7785	105
5.94477	36.8811	225
5.66186	36.6963	348
6.20631	34.6653	218
5.03234	27.4828	336
4.89835	29.2847	102
5.00255	24.2602	68
5.05838	28.661	156
4.20184	23.7901	118
6.47685	31.2956	102
5.82263	28.9068	158
5.52615	34.8985	169
6.10616	38.4844	284
4.33392	21.1478	58
