length	config	time
4.22513	24.0845	96
4.47438	26.0756	62
4.791	34.921	133
3.86095	24.1711	88
5.53647	40.4903	256
4.09108	31.9545	251
4.45002	24.7903	84
4.54509	24.3856	62
6.42091	40.8447	462
4.49771	29.3414	611
3.96172	29.6567	119
4.82802	30.5308	235
3.85872	28.4643	167
4.92526	26.2707	205
5.26381	34.2315	98
4.65904	26.0878	141
5.88588	35.2633	286
5.23645	32.6299	149
5.41077	36.5223	169
4.28925	32.6847	545
6.07427	31.8952	457
4.25694	21.7273	55
4.98243	26.7748	159
4.60169	25.4215	232
5.31007	37.6216	298
3.63612	23.0554	82
4.42651	27.129	245
5.20142	29.9488	307
4.09721	28.8241	71
4.05024	27.5039	65
5.16345	37.8173	202
5.49853	35.4198	195
4.02458	27.9423	132
4.07999	25.476	306
5.07092	33.543	162
4.87155	27.9994	90
4.17642	23.502	130
4.70615	35.7773	140
3.59744	24.2052	200
4.37449	29.4054	91
5.5458	33.2118	141
4.39402	26.9378	92
6.5539	48.0365	476
4.76816	27.4738	199
4.4257	27.5201	307
4.09214	24.5806	86
4.24399	24.5718	131
5.12801	35.0882	147
3.82988	30.1918	122
4.33225	31.5226	218
7.89227	57.7404	285
4.15491	29.5211	99
4.25106	29.4673	114
4.32442	25.8502	145
4.93813	36.9991	310
3.60039	20.1464	247
4.4573	22.9343	132
6.60355	39.7313	211
4.15622	20.5033	76
5.38281	33.3856	424
4.32098	27.4438	121
4.38173	26.6637	196
5.27046	29.4754	261
3.65964	23.6514	118
5.60672	33.342	196
6.62098	50.7291	383
7.73403	40.5049	311
3.75805	22.0278	95
4.18066	29.2048	217
4.54193	30.3713	201
4.49984	31.7495	87
4.06385	22.507	118
4.25308	32.0866	186
4.14001	24.56	84
4.11377	26.0225	102
3.85528	23.339	401
4.73889	30.2611	139
4.1028	27.4604	369
4.2233	23.3158	52
6.38784	50.6617	223
3.6313	23.1368	192
4.97439	31.8676	92
5.77717	40.9859	313
4.99241	31.0721	211
6.72934	47.5118	373
4.13283	25.7467	61
5.4972	34.1149	137
3.88885	19.9778	46
4.87267	35.1247	126
4.37986	28.5343	118
5.80874	40.8519	299
4.16301	30.2162	209
5.33828	39.8087	275
4.07122	23.5004	82
5.81697	42.4367	177
4.43889	24.9067	143
5.04343	31.1566	154
4.4283	32.8788	372
6.59086	41.3351	374
4.02126	26.6182	114
