length	config	time
4.45254	47.596	1321
6.63673	53.2609	486
3.41203	35.1478	438
3.37302	47.6284	385
4.10718	30.7001	152
3.67763	35.1659	237
3.85305	38.3307	210
3.52512	26.1106	257
5.27571	57.9037	604
5.22007	41.4796	273
3.64025	34.9204	204
4.76313	53.1662	1103
3.40149	34.2139	93
5.06448	41.288	371
3.49008	36.4859	302
5.276	41.0951	495
4.29141	52.052	222
3.07913	31.7167	263
2.97221	35.5075	673
3.53435	24.8104	284
3.98542	34.0997	159
3.58877	36.353	367
3.4421	32.1913	204
3.69778	31.8871	617
5.44599	47.6817	451
2.66754	34.2424	81
3.57101	42.1881	291
3.91908	42.761	220
4.2891	37.497	159
5.59469	60.2778	940
4.20786	59.8631	206
3.39788	42.9502	123
3.2749	24.0527	325
5.2383	52.0091	155
4.03063	34.361	336
3.5029	29.209	274
4.68548	49.4733	539
3.11647	31.8541	210
5.55058	62.286	316
2.63827	28.2909	143
4.29693	43.2031	191
2.98817	41.3936	289
3.17673	29.0754	220
3.67763	23.952	80
4.2011	38.8096	688
3.64256	23.6808	164
3.68267	41.319	131
4.81546	36.4329	379
6.10291	39.046	419
5.68843	41.7633	199
3.98681	38.5092	352
3.76591	37.7289	404
3.28627	30.4216	261
4.09428	47.1476	369
4.45757	49.6014	280
3.41492	31.9917	102
4.00726	35.8446	233
3.54335	34.9396	152
3.92487	34.6411	173
3.84469	29.758	258
4.66666	48.0378	238
5.30335	55.2784	388
4.73662	53.5117	293
4.5094	45.5162	442
4.33057	27.5938	835
3.50745	31.2135	418
2.65947	38.1499	89
6.4719	48.6185	349
5.0073	42.0959	369
2.97979	28.7225	74
2.76218	23.7212	392
3.20078	29.5229	106
5.26603	36.2687	469
5.26694	53.5058	397
6.36156	60.4628	259
3.58912	40.0499	354
3.8101	30.8838	108
3.48696	31.5495	69
3.77459	36.2878	296
4.18568	39.1603	344
3.45769	29.265	327
3.81197	41.1385	326
2.9536	24.4199	77
4.62925	47.1175	281
3.0845	32.2774	81
4.841	33.505	421
4.66721	46.6538	633
3.03149	29.1367	148
2.90075	23.6093	125
3.7198	40.9752	236
4.12373	43.0198	364
3.86591	39.9226	84
4.05295	50.8313	241
3.11356	28.3263	218
3.5459	27.7682	91
3.86653	30.5552	330
3.24448	27.6907	125
3.25237	30.0349	259
3.71214	32.393	163
6.50646	54.7014	391
