length	config	time
9.59298	49.3746	1.643
7.72018	36.5175	0.026
11.5143	59.6205	0.615
7.67825	39.8817	0.358
6.04696	45.3309	0.273
6.81558	42.5642	0.263
8.27544	40.0502	0.168
9.17549	48.305	0.301
7.72072	36.783	0.076
9.02904	48.3841	0.421
7.29805	47.1021	0.826
9.11657	58.5472	0.267
6.71992	41.1043	0.451
10.3418	51.6066	0.272
9.2236	40.3385	0.18
7.69764	42.4865	0.6
7.23806	42.9691	0.733
8.71767	48.6114	0.502
10.5201	60.4076	0.87
8.40264	53.6329	0.116
7.10434	35.1969	0.276
9.3371	53.1452	1.481
8.48597	47.5449	0.175
6.16297	36.2313	0.215
7.89343	43.0136	0.341
8.1399	38.801	0.583
7.1306	37.939	0.305
9.77415	53.1259	0.346
9.34106	54.777	0.461
7.83325	50.3434	1.345
9.41414	47.079	0.421
10.8439	54.6573	1.086
8.13277	50.8374	0.337
8.69037	43.9997	0.238
7.99492	55.2019	0.732
9.20842	47.1553	0.211
8.2626	40.9186	0.175
7.75225	42.2329	0.396
10.4163	66.3327	1.04
9.32545	47.5493	0.315
9.34138	51.0245	0.359
8.58422	53.3724	0.421
11.7492	69.0798	1.764
8.07002	49.1173	1.055
9.77653	52.7131	0.524
7.3157	39.9045	0.286
10.0846	55.0115	1.579
9.38144	51.0324	0.063
9.09532	41.8457	0.114
10.1767	57.2916	2.167
