length	config	time
6.78036	31.5528	145
5.12841	21.3977	147
5.64378	24.366	88
5.07905	24.8445	130
5.00809	23.4402	75
6.29461	24.6289	161
6.22173	28.7377	96
4.96231	24.9526	97
6.17338	30.5399	137
7.36572	33.7686	228
5.03442	21.0998	60
5.75475	40.2765	322
5.05471	23.1904	173
5.06039	26.7928	81
4.87229	23.0237	85
6.50729	37.434	155
5.10226	25.7497	93
6.00998	25.1829	221
5.64718	32.4541	197
4.51457	22.4254	258
5.3985	36.4584	214
6.36025	30.7671	155
5.32182	25.6677	99
5.2415	25.087	135
5.19225	28.0938	198
4.79342	22.7207	56
6.35836	35.8799	200
5.55043	25.17	126
5.65041	34.3556	203
5.21641	27.4063	90
5.66003	20.4581	59
4.9047	24.3737	106
6.38221	26.4313	162
5.32535	27.8199	124
4.497	25.6651	408
5.45814	27.7133	288
5.49456	29.6495	484
5.53353	23.6775	143
5.6558	25.9961	93
6.87586	37.5424	257
4.65979	20.8595	104
4.62137	19.8395	78
5.19398	21.6544	108
5.13829	21.3869	68
4.75519	19.3725	75
4.73722	23.0454	111
5.38956	25.3057	109
5.18247	22.472	111
4.93258	20.5712	106
5.19215	31.2194	189
5.77883	29.5751	214
6.77225	25.6792	145
6.32224	28.4553	184
5.16378	27.2793	120
5.58498	29.4388	107
5.77567	26.2518	122
5.39369	33.9939	180
6.60106	33.4225	224
5.19954	20.1253	87
5.76643	26.8278	215
4.93772	26.6235	153
5.21907	26.648	124
5.62636	28.456	137
5.80792	24.6383	79
5.07035	23.9897	68
4.88823	25.361	255
5.55971	30.5389	93
4.90322	22.171	131
6.02749	26.0339	154
4.87762	29.5575	195
4.88314	22.7643	205
7.13444	27.8176	122
5.20493	23.2327	92
4.84144	24.4184	78
7.0899	30.4206	225
4.74598	29.1883	192
5.3509	22.9224	119
5.7402	27.8813	191
5.05666	31.2217	196
6.03665	35.8512	231
5.10834	22.0155	61
4.647	24.5061	100
5.984	26.8977	228
5.06036	20.8609	67
5.91408	27.5445	119
5.94238	32.3777	201
5.45971	30.4159	110
4.8597	21.6623	92
5.42258	28.7923	268
5.46104	28.9974	196
5.27471	20.6096	59
5.86275	26.5743	97
5.90352	24.7738	80
5.54986	27.2777	181
6.05747	24.6803	93
4.37726	23.7748	57
4.81454	21.8465	143
5.19423	21.6633	100
4.55563	20.8423	138
5.192	23.7157	128
